,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.004,0.084,0.004,0.084,0.044,0.484,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.244,0.004,0.004
1,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.00357142857143,0.896428571429,0.0392857142857,0.00357142857143
2,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.00384615384615,0.926923076923
3,0.003125,0.003125,0.003125,0.940625,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125,0.003125
4,0.855,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.055,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
5,0.0289473684211,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.923684210526,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737,0.00263157894737
6,0.00285714285714,0.00285714285714,0.831428571429,0.00285714285714,0.00285714285714,0.0314285714286,0.00285714285714,0.00285714285714,0.0314285714286,0.00285714285714,0.06,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714
7,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.00196078431373,0.021568627451,0.00196078431373,0.00196078431373,0.903921568627,0.00196078431373,0.0411764705882,0.00196078431373,0.00196078431373,0.00196078431373
8,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.00322580645161,0.906451612903,0.00322580645161,0.00322580645161,0.0354838709677,0.00322580645161
9,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.00285714285714,0.374285714286,0.00285714285714,0.00285714285714,0.00285714285714,0.0314285714286,0.00285714285714,0.00285714285714,0.174285714286,0.06,0.00285714285714,0.317142857143,0.00285714285714
