,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.045576607961,0.0412433828345,0.0330172843336,0.042190909974,0.0747686106557,0.0163521149024,0.0682721538159,0.0116558774069,0.06209087208,0.0368094150116,0.0413773831415,0.042974239696,0.0193166868616,0.0234501534214,0.0870478640608,0.0659648269901,0.141321436818,0.0771897634021,0.0377603321795,0.0316200844529
1,0.0138029713164,0.0481568942632,0.0365669975576,0.0419517384206,0.087908496219,0.0270680704262,0.0607638146453,0.0173560359533,0.0549187465388,0.0305943615013,0.0452072410572,0.0565331568933,0.0204265264944,0.0331341782867,0.0475125290188,0.0552428830714,0.133172713594,0.0891269671186,0.0584492476391,0.0421064299847
2,0.0175493823689,0.0464465072912,0.0362845201979,0.0330938953128,0.0914435580674,0.0213547777161,0.0644660729609,0.0191142937978,0.052199051067,0.0194290657566,0.0505796359247,0.0739547053947,0.0346369348469,0.0217190984977,0.0605187250213,0.0615466981048,0.115045603397,0.075822062246,0.0574651506567,0.0473302613736
3,0.0510161979771,0.0473012202325,0.0279888213091,0.0242482576054,0.0759668907302,0.0110704861886,0.0550728390315,0.00354534958831,0.0612991025845,0.0367447961501,0.0434992238151,0.0706129847549,0.0221030576603,0.0424920456428,0.0776727027458,0.059950512133,0.125692868405,0.0757416441772,0.0469830235241,0.0409979757447
4,0.0384410663433,0.0474295439059,0.0506456676923,0.0389169754769,0.0859502275568,0.0201908570662,0.053473619889,0.023964673151,0.0535129130376,0.019914001507,0.0489889259105,0.0604834864915,0.0154101420897,0.019258625891,0.06949907053,0.0699951981649,0.125042079226,0.0691586431945,0.0374752924302,0.0522489904457
5,0.0324117942563,0.0553321456973,0.0332253367942,0.0393657297199,0.0898282449425,0.0201551302668,0.0729462600998,0.0133381837063,0.0473047773324,0.0239419888885,0.0426314222184,0.0482871792578,0.0296421445986,0.0256565291201,0.0656615156378,0.0698028498913,0.128979858956,0.0719831230394,0.0457039428834,0.0438018426934
6,0.0205289788292,0.0390760121393,0.0377656459945,0.037721941126,0.0798016772115,0.0274243453454,0.0674657309148,0.0224344678905,0.0628306106364,0.030991270063,0.0426317565796,0.0612027857258,0.0192430802337,0.0259234261276,0.0783710419337,0.0732750953155,0.10784847269,0.0876424191429,0.037141775618,0.0406794664821
7,0.015474124859,0.0465023618124,0.045505583167,0.0291655998151,0.0672902117852,0.0281260752864,0.0665723386666,0.00629337926412,0.0678080945896,0.0208061859663,0.0437098793387,0.0648072761399,0.0305720256796,0.0353121742034,0.0671362295503,0.0629310322732,0.126187757467,0.0916281884812,0.0452908713079,0.0388806103476
8,0.0359967923468,0.0425730036373,0.0483500677195,0.0277392232025,0.0757084667562,0.0217001505199,0.0600397076527,0.0114483967914,0.0578425756982,0.0272186750123,0.0393405759047,0.0640385125242,0.0245268964422,0.034212238083,0.0819674201739,0.0658323488526,0.125230612701,0.078217501838,0.0413214764429,0.0366953577009
9,0.0205882743058,0.0468392005598,0.0531449299511,0.0344437794763,0.0831286044129,0.0327403457759,0.0638437043103,0.0160233049971,0.0578181109741,0.0224581157347,0.045052947242,0.0816816745672,0.0252574348413,0.030208166643,0.0548406377328,0.0631454440694,0.0950184175605,0.0771958332895,0.055713065338,0.0408580082185
