,0,1,2,3,4,5
0,0.136451494218,0.0710311674292,0.117114083778,0.129282957776,0.422290612681,0.123829684117
1,0.143583176665,0.0933928934996,0.12274083911,0.128551241275,0.38699830744,0.124733542011
2,0.133701214283,0.0792233176768,0.121132393416,0.122480140892,0.417194763733,0.12626817
3,0.12583436354,0.0691192973247,0.11090761497,0.114743225201,0.457518551241,0.121876947723
4,0.136775059913,0.0822740686357,0.132172368699,0.131317211177,0.410280706037,0.107180585539
5,0.126063486994,0.0822253410467,0.134603431374,0.134920540289,0.401132227181,0.121054973115
6,0.114642773563,0.0788705849313,0.122964918179,0.147165994231,0.405539492164,0.130816236932
7,0.113245597337,0.0794923836682,0.128008776027,0.118586990341,0.418700517354,0.141965735273
8,0.140748996954,0.0661792689957,0.121080063864,0.11969153674,0.425889403505,0.126410729942
9,0.14240532051,0.0708668481985,0.120059397636,0.129974207076,0.429775085786,0.106919140793
10,0.16267077632,0.0542893321227,0.119560742676,0.11291578398,0.427397378063,0.123165986838
11,0.148802667988,0.0798332149276,0.135830523955,0.108975173254,0.416776595093,0.109781824782
12,0.161776469606,0.0740930107119,0.0973993539632,0.127132708927,0.426352851063,0.113245605729
13,0.175307652175,0.0707146990084,0.121854841976,0.132067151146,0.393731772776,0.106323882919
14,0.163906073898,0.0610472317052,0.144553739412,0.127360653148,0.389378762662,0.113753539175
15,0.18110731071,0.0531256225982,0.110515022551,0.14383948427,0.398423282804,0.112989277066
16,0.173917863757,0.0572271408854,0.122774431658,0.133625242832,0.395941731356,0.116513589511
17,0.191578619825,0.0830223875115,0.125755463222,0.124039400685,0.369640410825,0.105963717932
18,0.193333347336,0.0789949120431,0.115023234315,0.153997111999,0.350871571041,0.107779823266
19,0.169586966301,0.0722341065585,0.107877049564,0.148992767395,0.404410124991,0.0968989851901
20,0.181255787279,0.0806517247637,0.0911811649528,0.127242857007,0.39949071148,0.120177754517
21,0.158556750494,0.0660759448967,0.097831173318,0.122987006045,0.419506123289,0.135043001957
22,0.151018895622,0.0577000205316,0.12390606667,0.113632415348,0.428945267535,0.124797334294
23,0.157451573567,0.0604385226344,0.113961419059,0.134842989106,0.423919817422,0.109385678212
24,0.156180030555,0.0748885049086,0.121933527232,0.116584800794,0.420636970199,0.109776166311
25,0.154371992892,0.0693400550167,0.113520868293,0.123711786782,0.411353616187,0.127701680829
26,0.173088802321,0.074902480045,0.114539188874,0.125751613451,0.402144982067,0.109572933242
27,0.155487730948,0.0764219545701,0.116272181302,0.126766538824,0.405848833039,0.119202761317
28,0.163245537229,0.0627842121261,0.0892995166962,0.144371580918,0.427076809801,0.11322234323
29,0.154405704998,0.0680077076941,0.108611716572,0.142327408944,0.419095646266,0.107551815526
30,0.156402649019,0.0708552730012,0.129944075098,0.124081189688,0.398167455067,0.120549358127
31,0.147324818104,0.0657359918323,0.12454165623,0.135027589036,0.383103762374,0.144266182423
32,0.177489147272,0.077970533177,0.108163896218,0.142150550244,0.360544993694,0.133680879395
33,0.179471123236,0.0612574445817,0.116172698101,0.158251407422,0.382858073565,0.101989253095
34,0.179509436092,0.0643029593456,0.113172764307,0.13873150181,0.384880669966,0.119402668479
35,0.166026287725,0.0569381049627,0.121205038386,0.139267464731,0.386318543057,0.130244561138
36,0.177694791323,0.0653080183582,0.124007491923,0.131369177532,0.381734828078,0.119885692786
37,0.172117117561,0.0644602832864,0.113395647888,0.138235914339,0.393546778017,0.118244258909
38,0.176881138045,0.0628639281808,0.12250402629,0.124197898118,0.39491210754,0.118640901827
39,0.158042137697,0.0589350039543,0.112749599899,0.142307438308,0.412335241568,0.115630578573
40,0.15482475424,0.0561138851574,0.115022960664,0.154551581642,0.399958461946,0.119528356352
41,0.156991812923,0.0713517532034,0.116242042479,0.125513565921,0.397355693669,0.132545131804
42,0.167992843251,0.0743484105815,0.108719320119,0.119498553768,0.3964465819,0.132994290381
43,0.172365388961,0.0701744503121,0.101118036884,0.14491321327,0.390610237483,0.12081867309
44,0.170541553776,0.0679960715377,0.102876814601,0.1399623059,0.380535676399,0.138087577787
45,0.158484258978,0.0715570725627,0.100518217744,0.127765195634,0.407688104885,0.133987150197
46,0.162576062471,0.0584198486636,0.115363537679,0.134113457974,0.406795410201,0.122731683012
47,0.17212082978,0.0618175109517,0.110222774288,0.121018889896,0.399895162618,0.134924832466
48,0.182941204801,0.0573509153603,0.11570644721,0.117860405709,0.393459500835,0.132681526085
49,0.163359585634,0.0660578608219,0.123923596709,0.11984694312,0.393492753672,0.133319260043
50,0.151264798347,0.0525675029524,0.112423469407,0.12192321587,0.415782703361,0.146038310063
51,0.15188904146,0.0731758796115,0.110956109749,0.114308059415,0.40808686664,0.141584043124
52,0.16227208014,0.0718853324011,0.11450813559,0.129079989826,0.398693632072,0.123560829971
53,0.184296361746,0.0804972294198,0.122584692003,0.128255537813,0.352770401199,0.131595777819
54,0.16828114636,0.0717015712094,0.107828091994,0.113105044949,0.404946261012,0.134137884476
55,0.172544801555,0.0781275705562,0.118511000864,0.132297198662,0.37338191878,0.125137509583
56,0.17530820759,0.0775018932525,0.119193713164,0.127191964949,0.380312525625,0.12049169542
57,0.163514841116,0.0724176542381,0.119004639183,0.123642365131,0.385355963279,0.136064537052
58,0.162815631865,0.08327437411,0.124579109077,0.128136748949,0.385516279772,0.115677856227
59,0.181190050825,0.0712878073641,0.117962805016,0.11684870797,0.398205941759,0.114504687066
60,0.182957410702,0.0658258271422,0.132374158715,0.125288831565,0.366887535076,0.1266662368
61,0.174677222797,0.0740977617814,0.122372435676,0.115119355241,0.389436609349,0.124296615156
62,0.190259043842,0.0710627679241,0.122449721664,0.11852138582,0.3673154569,0.13039162385
63,0.199972788136,0.0736188198501,0.12024627661,0.11848148195,0.361862277663,0.12581835579
64,0.178008010702,0.0820828502721,0.118749728664,0.110156563698,0.371620956473,0.139381890192
65,0.204599253088,0.0639995046278,0.111494300517,0.101780489473,0.388682161033,0.129444291261
66,0.17865702213,0.0818328052038,0.111159935177,0.103762459718,0.383848593925,0.140739183846
67,0.176955733595,0.0607396119228,0.13609411114,0.110284305771,0.374476406789,0.141449830782
68,0.168192090752,0.0736892259621,0.135946864262,0.115900689488,0.375758091727,0.130513037809
69,0.181851796544,0.065045802469,0.140221905188,0.109871859173,0.367108352685,0.135900283941
70,0.166399967227,0.0589831974274,0.149913814925,0.119297084976,0.366439631658,0.138966303786
71,0.158229067503,0.0600387366494,0.139975773838,0.103090336148,0.380323348932,0.158342736929
72,0.16453934109,0.0666032138067,0.124069561994,0.111648800763,0.392164750153,0.140974332193
73,0.171432817429,0.0539019554461,0.145153408806,0.120585553375,0.37020075053,0.138725514414
74,0.163804721547,0.0634595233916,0.125345555399,0.113186525157,0.402203500614,0.132000173891
75,0.166505076911,0.0696170678304,0.14580542122,0.119323542786,0.356906128234,0.141842763019
76,0.168110381523,0.0758635216653,0.127217123589,0.104995406408,0.367391001091,0.156422565723
77,0.161654609986,0.0702838744648,0.167373166634,0.111700923042,0.348636834464,0.140350591409
78,0.161793630154,0.0718519008138,0.145935977316,0.110709811764,0.356268619063,0.153440060889
79,0.151701784083,0.0660711199043,0.162794805901,0.107301898346,0.344614396413,0.167515995352
80,0.142334662402,0.0737908608303,0.129072428187,0.109880042249,0.389406784124,0.155515222208
81,0.144344000794,0.0670861010373,0.129781252523,0.11542180929,0.388907743758,0.154459092597
82,0.15226815367,0.0624476631936,0.13864173911,0.113898823289,0.362191315725,0.170552305011
83,0.148527510074,0.0693607718985,0.129282170334,0.127762909117,0.360370677042,0.164695961535
84,0.165301888901,0.0733924361122,0.13740461035,0.116489105002,0.353629622309,0.153782337326
85,0.140339151722,0.0622078201116,0.148437602831,0.120490392141,0.372369392997,0.156155640197
86,0.154353349923,0.0654105470921,0.121321107292,0.114532024834,0.372084759285,0.172298211575
87,0.149886214012,0.0620515086193,0.142600916679,0.109569205052,0.366511944589,0.169380211048
88,0.180635003877,0.0449152111307,0.131853253513,0.116764485436,0.359576106932,0.166255939112
89,0.160546465515,0.0604126560082,0.129849907821,0.115184955377,0.370610613215,0.163395402063
