,0,1,2,3,4,5,6,7,8,9,10,11
0,0.001953125,0.001953125,0.666015625,0.177734375,0.021484375,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.119140625
1,0.00191570881226,0.00191570881226,0.00191570881226,0.0210727969349,0.00191570881226,0.00191570881226,0.883141762452,0.0402298850575,0.0402298850575,0.00191570881226,0.00191570881226,0.00191570881226
2,0.00168918918919,0.00168918918919,0.00168918918919,0.00168918918919,0.964527027027,0.00168918918919,0.0185810810811,0.00168918918919,0.00168918918919,0.00168918918919,0.00168918918919,0.00168918918919
3,0.00127877237852,0.0652173913043,0.0652173913043,0.00127877237852,0.00127877237852,0.00127877237852,0.858056265985,0.00127877237852,0.00127877237852,0.00127877237852,0.00127877237852,0.00127877237852
4,0.00199203187251,0.00199203187251,0.00199203187251,0.00199203187251,0.958167330677,0.00199203187251,0.0219123505976,0.00199203187251,0.00199203187251,0.00199203187251,0.00199203187251,0.00199203187251
5,0.00124688279302,0.00124688279302,0.0261845386534,0.00124688279302,0.0885286783042,0.00124688279302,0.874064837905,0.00124688279302,0.00124688279302,0.00124688279302,0.00124688279302,0.00124688279302
6,0.00134770889488,0.00134770889488,0.0283018867925,0.00134770889488,0.621293800539,0.00134770889488,0.0148247978437,0.00134770889488,0.324797843666,0.00134770889488,0.00134770889488,0.00134770889488
7,0.0114345114345,0.0010395010395,0.0010395010395,0.0010395010395,0.0010395010395,0.0426195426195,0.93659043659,0.0010395010395,0.0010395010395,0.0010395010395,0.0010395010395,0.0010395010395
8,0.0014245014245,0.0014245014245,0.0014245014245,0.0014245014245,0.0014245014245,0.0014245014245,0.0868945868946,0.0014245014245,0.0014245014245,0.89886039886,0.0014245014245,0.0014245014245
9,0.00132978723404,0.00132978723404,0.240691489362,0.00132978723404,0.00132978723404,0.107712765957,0.00132978723404,0.0146276595745,0.00132978723404,0.453457446809,0.00132978723404,0.17420212766
10,0.0660621761658,0.00129533678756,0.00129533678756,0.0660621761658,0.00129533678756,0.0142487046632,0.0660621761658,0.00129533678756,0.273316062176,0.0401554404145,0.00129533678756,0.467616580311
11,0.00171821305842,0.139175257732,0.0189003436426,0.00171821305842,0.00171821305842,0.00171821305842,0.053264604811,0.00171821305842,0.774914089347,0.00171821305842,0.00171821305842,0.00171821305842
12,0.0454545454545,0.000891265597148,0.232620320856,0.000891265597148,0.000891265597148,0.268270944742,0.000891265597148,0.000891265597148,0.000891265597148,0.000891265597148,0.0276292335116,0.419786096257
