,0,1,2,3,4,5,6,7
0,0.149798734905,0.489074180564,0.0290396779758,0.0376653248994,0.00603795284646,0.21017826337,0.0721679125934,0.00603795284646
1,0.00986842105263,0.517387218045,0.0803571428571,0.0286654135338,0.0615601503759,0.103853383459,0.155545112782,0.0427631578947
2,0.0385861067679,0.214485146303,0.30718114809,0.0687402278311,0.0196001786911,0.0905182041546,0.198291266473,0.0625977216886
3,0.640919811321,0.157429245283,0.0100235849057,0.0277122641509,0.0473663522013,0.0277122641509,0.0277122641509,0.0611242138365
4,0.0172413793103,0.221713972946,3.90960982094e-05,0.42970521542,0.00316678395496,3.90960982094e-05,0.0993431855501,0.228751270623
5,0.394563038094,0.325569052954,0.00418681448284,0.00595589102489,0.0307229626135,0.197016157566,0.0212878877226,0.0206981955419
6,0.0175363558597,0.274165953807,0.0175363558597,0.0731394354149,0.0303678357571,0.197177074423,0.295551753636,0.0945252352438
7,0.101347848626,0.321669258683,0.155780196993,0.000259201658891,0.0313634007258,0.316485225505,0.0598755832037,0.0132192846034
8,0.390003073613,0.14949285385,0.00119102504995,0.106078069771,0.0165590902105,0.0200169048717,0.0350007684033,0.281658214231
9,0.0159581833287,0.153731653282,0.129846302963,0.330621711437,3.46164497369e-05,0.000380780947106,0.119115203545,0.250311548048
10,0.130568882796,0.178546949966,0.000342700479781,0.00719671007539,0.00376970527759,0.411583276217,0.175119945168,0.0928718300206
11,0.0070345331628,0.110573116511,0.206194043486,0.0542359461599,0.0109933613497,0.464735976612,0.1300627322,0.0161702905171
12,0.0545501551189,0.540589451913,0.134694932782,0.0105997931748,0.000258531540848,0.194157187177,0.0648914167528,0.000258531540848
13,0.0542665635473,0.150940964166,0.00141789120907,0.112271203919,0.0723124516628,0.0207527713328,0.21410157257,0.373936581593
14,0.57757391387,0.264806540546,4.75330354596e-05,4.75330354596e-05,0.05946382736,0.0513832113319,0.0238140507653,0.0228633900561
